#Fluorescent yield data from Kaastra and Mewe 1993A&AS...97..443K
label    z  state  s   delta  il    E      omega

 8600   28    6    2     2   21     138.0   0.4236
 8601   28    6    3     0    9     814.5   0.0012
 8602   28    6    3     0   10     945.4   0.0332
 8603   28    6    3     1   16      40.1   0.0278
 8604   28    6    3     1   17      43.0   0.0897
 8605   28    6    3     1   18      90.9   0.7163
 8606   28    6    3     1   20      88.0   0.2000
 8607   28    6    3     1   21     113.0   0.3451
 8608   28    6    4     0   12     797.1   0.0015
 8609   28    6    4     0   13     927.9   0.0080
 8610   28    6    4     0   14     927.9   0.0120
 8611   28    6    4     1   16      40.1   0.0549
 8612   28    6    4     1   17      43.0   0.0887
 8613   28    6    4     1   18      90.9   0.2686
 8614   28    6    4     1   20      88.0   0.5965
 8615   28    6    4     1   21     113.0   0.5881
 8616   28    6    5     0   16      40.2   0.0009
 8617   28    6    5     0   17      43.0   0.0017
 8618   28    6    5     0   18      90.8   0.0009
 8619   28    6    5     0   20      88.0   0.0007
 8620   28    6    5     0   21      88.0   0.0010
 8621   28    6    6     0   18      90.8   1.0000
 8622   28    6    7     0   20      88.0   0.4000
 8623   28    6    7     0   21      88.0   0.6000
 8624   28    7    1     0    1    7545.7   0.1232
 8625   28    7    1     0    2    7563.1   0.2463
 8626   28    7    1     0    3    8412.0   0.0155
 8627   28    7    1     0    4    8414.0   0.0310
 8628   28    7    1     1    5     126.6   0.0001
 8629   28    7    1     2    5     125.5   0.0001
 8630   28    7    1     1    6     144.0   0.0002
 8631   28    7    1     2    6     143.0   0.0001
 8632   28    7    1     1    7    1003.2   0.0042
 8633   28    7    1     2    7    1012.0   0.0020
 8634   28    7    1     1    8    1006.0   0.0083
 8635   28    7    1     2    8    1015.1   0.0039
 8636   28    7    1     0    9     825.5   0.0002
 8637   28    7    1     1    9     837.5   0.0002
 8638   28    7    1     2    9     847.4   0.0002
 8639   28    7    1     0   10     956.5   0.0047
 8640   28    7    1     1   10     963.4   0.0063
 8641   28    7    1     2   10     967.4   0.0062
 8642   28    7    1     0   12     808.0   0.0004
 8643   28    7    1     1   12     820.0   0.0005
 8644   28    7    1     2   12     830.0   0.0007
 8645   28    7    1     0   13     939.1   0.0024
 8646   28    7    1     1   13     946.0   0.0029
 8647   28    7    1     2   13     949.9   0.0039
 8648   28    7    1     0   16      40.1   0.0002
 8649   28    7    1     1   16      39.1   0.0220
 8650   28    7    1     2   16      39.1   0.0254
 8651   28    7    1     3   16      39.1   0.0980
 8652   28    7    1     0   17      43.0   0.0004
 8653   28    7    1     1   17      42.0   0.0406
 8654   28    7    1     2   17      42.0   0.0442
 8655   28    7    1     3   17      42.0   0.1535
 8656   28    7    1     0   18      90.9   0.0157
 8657   28    7    1     1   18      86.9   0.1771
 8658   28    7    1     2   18      80.9   0.1108
 8659   28    7    1     3   18      74.3   0.4189
 8660   28    7    1     0   20      88.0   0.0314
 8661   28    7    1     1   20      84.0   0.4223
 8662   28    7    1     2   20      78.0   0.2418
 8663   28    7    1     3   20      71.4   0.9363
 8664   28    7    2     0    5     128.6   0.0001
 8665   28    7    2     0    6     146.0   0.0002
 8666   28    7    2     0    7     994.0   0.0041
 8667   28    7    2     0    8     997.0   0.0082
 8668   28    7    2     1   12     820.0   0.0016
 8669   28    7    2     1   13     946.0   0.0067
 8670   28    7    2     1   16      39.1   0.0466
 8671   28    7    2     2   16      39.1   0.0583
 8672   28    7    2     1   17      42.0   0.0886
 8673   28    7    2     2   17      42.0   0.0970
 8674   28    7    2     0   18      90.9   0.0041
 8675   28    7    2     1   18      86.9   0.0744
 8676   28    7    2     2   18      80.9   0.2762
 8677   28    7    2     0   20      88.0   0.0082
 8678   28    7    2     1   20      84.0   0.1525
 8679   28    7    2     2   20      78.0   1.2017
 8680   28    7    3     0    9     825.5   0.0014
 8681   28    7    3     0   10     956.5   0.0378
 8682   28    7    3     0   16      40.1   0.0005
 8683   28    7    3     1   16      39.1   0.0396
 8684   28    7    3     0   17      43.0   0.0009
 8685   28    7    3     1   17      42.0   0.0922
 8686   28    7    3     0   18      90.9   0.0005
 8687   28    7    3     1   18      86.9   0.7818
 8688   28    7    3     0   20      88.0   0.0009
 8689   28    7    3     1   20      84.0   0.6074
 8690   28    7    4     0   12     808.0   0.0018
 8691   28    7    4     0   13     939.1   0.0096
 8692   28    7    4     0   16      40.1   0.0006
 8693   28    7    4     1   16      39.1   0.0630
 8694   28    7    4     0   17      43.0   0.0012
 8695   28    7    4     1   17      42.0   0.1063
 8696   28    7    4     0   18      90.9   0.0006
 8697   28    7    4     1   18      86.9   0.2996
 8698   28    7    4     0   20      88.0   0.0012
 8699   28    7    4     1   20      84.0   1.3521
 8700   28    7    5     0   16      40.1   0.3333
 8701   28    7    5     0   17      43.0   0.6667
 8702   28    7    5     0   18      90.9   0.3333
 8703   28    7    5     0   20      88.0   0.6667
 8704   28    7    6     0   18      90.9   1.0000
 8705   28    7    7     0   20      88.0   1.0000
 8706   28    8    1     0    1    7559.6   0.1232
 8707   28    8    1     0    2    7577.0   0.2465
 8708   28    8    1     0    3    8435.3   0.0155
 8709   28    8    1     0    4    8439.2   0.0311
 8710   28    8    1     1    5     125.5   0.0001
 8711   28    8    1     2    5     124.5   0.0001
 8712   28    8    1     1    6     143.0   0.0001
 8713   28    8    1     2    6     142.0   0.0002
 8714   28    8    1     1    7    1012.0   0.0033
 8715   28    8    1     2    7    1021.2   0.0037
 8716   28    8    1     1    8    1015.1   0.0066
 8717   28    8    1     2    8    1024.0   0.0071
 8718   28    8    1     0    9     837.5   0.0002
 8719   28    8    1     1    9     847.4   0.0003
 8720   28    8    1     2    9     857.4   0.0002
 8721   28    8    1     0   10     963.4   0.0041
 8722   28    8    1     1   10     967.4   0.0058
 8723   28    8    1     2   10     971.0   0.0053
 8724   28    8    1     0   12     820.0   0.0005
 8725   28    8    1     1   12     830.0   0.0006
 8726   28    8    1     2   12     840.0   0.0007
 8727   28    8    1     0   13     946.0   0.0019
 8728   28    8    1     1   13     949.9   0.0026
 8729   28    8    1     2   13     953.5   0.0031
 8730   28    8    1     0   16      39.1   0.0002
 8731   28    8    1     1   16      39.1   0.0239
 8732   28    8    1     2   16      39.1   0.0267
 8733   28    8    1     3   16      39.3   0.1046
 8734   28    8    1     0   17      42.0   0.0004
 8735   28    8    1     1   17      42.0   0.0443
 8736   28    8    1     2   17      42.0   0.0464
 8737   28    8    1     3   17      42.2   0.1632
 8738   28    8    1     0   18      86.9   0.0158
 8739   28    8    1     1   18      80.9   0.1942
 8740   28    8    1     2   18      74.3   0.1178
 8741   28    8    1     3   18      99.3   0.4267
 8742   28    8    1     0   20      84.0   0.0315
 8743   28    8    1     1   20      78.0   0.4426
 8744   28    8    1     2   20      71.4   0.2499
 8745   28    8    1     3   20      96.4   0.5827
 8746   28    8    2     0    5     126.6   0.0007
 8747   28    8    2     0    6     144.0   0.0014
 8748   28    8    2     0    7    1003.2   0.0302
 8749   28    8    2     0    8    1006.0   0.0603
 8750   28    8    2     1   16      39.1   0.3218
 8751   28    8    2     1   17      42.0   0.6113
 8752   28    8    2     0   18      86.9   0.0302
 8753   28    8    2     1   18      80.9   0.5272
 8754   28    8    2     0   20      84.0   0.0603
 8755   28    8    2     1   20      78.0   1.0675
 8756   28    8    3     0    9     837.5   0.0016
 8757   28    8    3     0   10     963.4   0.0331
 8758   28    8    3     0   16      39.1   0.0005
 8759   28    8    3     1   16      39.1   0.0443
 8760   28    8    3     0   17      42.0   0.0011
 8761   28    8    3     1   17      42.0   0.1071
 8762   28    8    3     0   18      86.9   0.0005
 8763   28    8    3     1   18      80.9   0.8725
 8764   28    8    3     0   20      84.0   0.0011
 8765   28    8    3     1   20      78.0   0.6613
 8766   28    8    4     0   12     820.0   0.0019
 8767   28    8    4     0   13     946.0   0.0078
 8768   28    8    4     0   16      39.1   0.0006
 8769   28    8    4     1   16      39.1   0.0682
 8770   28    8    4     0   17      42.0   0.0013
 8771   28    8    4     1   17      42.0   0.1135
 8772   28    8    4     0   18      86.9   0.0006
 8773   28    8    4     1   18      80.9   0.3232
 8774   28    8    4     0   20      84.0   0.0013
 8775   28    8    4     1   20      78.0   1.4061
 8776   28    8    5     0   16      39.1   0.3333
 8777   28    8    5     0   17      42.0   0.6667
 8778   28    8    5     0   18      86.9   0.3333
 8779   28    8    5     0   20      84.0   0.6667
 8780   28    8    6     0   18      86.9   1.0000
 8781   28    8    7     0   20      84.0   1.0000
 8782   28    9    1     0    1    7575.3   0.1233
 8783   28    9    1     0    2    7592.8   0.2467
 8784   28    9    1     0    3    8460.6   0.0155
 8785   28    9    1     0    4    8464.5   0.0311
 8786   28    9    1     1    5     124.5   0.0001
 8787   28    9    1     2    5     123.5   0.0001
 8788   28    9    1     1    6     142.0   0.0002
 8789   28    9    1     2    6     141.0   0.0002
 8790   28    9    1     1    7    1021.2   0.0036
 8791   28    9    1     2    7    1031.1   0.0040
 8792   28    9    1     1    8    1024.0   0.0072
 8793   28    9    1     2    8    1034.0   0.0079
 8794   28    9    1     0    9     847.4   0.0002
 8795   28    9    1     1    9     857.4   0.0003
 8796   28    9    1     2    9     868.2   0.0003
 8797   28    9    1     0   10     967.4   0.0032
 8798   28    9    1     1   10     971.0   0.0045
 8799   28    9    1     2   10    1006.9   0.0046

 8800   28    9    1     0   12     830.0   0.0005
 8801   28    9    1     1   12     840.0   0.0007
 8802   28    9    1     2   12     850.7   0.0008
 8803   28    9    1     0   13     949.9   0.0014
 8804   28    9    1     1   13     953.5   0.0019
 8805   28    9    1     2   13     989.5   0.0023
 8806   28    9    1     0   16      39.1   0.0003
 8807   28    9    1     1   16      39.1   0.0260
 8808   28    9    1     2   16      39.3   0.0277
 8809   28    9    1     3   16      41.0   0.1103
 8810   28    9    1     0   17      42.0   0.0005
 8811   28    9    1     1   17      42.0   0.0486
 8812   28    9    1     2   17      42.2   0.0487
 8813   28    9    1     3   17      41.0   0.1740
 8814   28    9    1     0   18      80.9   0.0158
 8815   28    9    1     1   18      74.3   0.2132
 8816   28    9    1     2   18      99.3   0.1106
 8817   28    9    1     3   18     127.4   0.3674
 8818   28    9    1     0   20      78.0   0.0316
 8819   28    9    1     1   20      71.4   0.4639
 8820   28    9    1     2   20      96.4   0.1299
 8821   28    9    1     3   20     127.4   0.3035
 8822   28    9    2     0    5     125.5   0.0007
 8823   28    9    2     0    6     143.0   0.0015
 8824   28    9    2     0    7    1012.0   0.0326
 8825   28    9    2     0    8    1015.1   0.0652
 8826   28    9    2     1   16      39.1   0.3266
 8827   28    9    2     1   17      42.0   0.6222
 8828   28    9    2     0   18      80.9   0.0326
 8829   28    9    2     1   18      74.3   0.5478
 8830   28    9    2     0   20      78.0   0.0652
 8831   28    9    2     1   20      71.4   1.0974
 8832   28    9    3     0    9     847.4   0.0019
 8833   28    9    3     0   10     967.4   0.0257
 8834   28    9    3     0   16      39.1   0.0006
 8835   28    9    3     1   16      39.1   0.0490
 8836   28    9    3     0   17      42.0   0.0013
 8837   28    9    3     1   17      42.0   0.1251
 8838   28    9    3     0   18      80.9   0.0006
 8839   28    9    3     1   18      74.3   0.9720
 8840   28    9    3     0   20      78.0   0.0013
 8841   28    9    3     1   20      71.4   0.7175
 8842   28    9    4     0   12     830.0   0.0021
 8843   28    9    4     0   13     949.9   0.0057
 8844   28    9    4     0   16      39.1   0.0007
 8845   28    9    4     1   16      39.1   0.0741
 8846   28    9    4     0   17      42.0   0.0014
 8847   28    9    4     1   17      42.0   0.1215
 8848   28    9    4     0   18      80.9   0.0007
 8849   28    9    4     1   18      74.3   0.3496
 8850   28    9    4     0   20      78.0   0.0014
 8851   28    9    4     1   20      71.4   1.4627
 8852   28    9    5     0   16      39.1   0.3333
 8853   28    9    5     0   17      42.0   0.6667
 8854   28    9    5     0   18      80.9   0.3333
 8855   28    9    5     0   20      78.0   0.6667
 8856   28    9    6     0   18      80.9   1.0000
 8857   28    9    7     0   20      78.0   1.0000
 8858   28   10    1     0    1    7589.3   0.1234
 8859   28   10    1     0    2    7606.8   0.2468
 8860   28   10    1     0    3    8485.9   0.0156
 8861   28   10    1     0    4    8489.8   0.0311
 8862   28   10    1     1    5     123.5   0.0001
 8863   28   10    1     2    5     123.5   0.0001
 8864   28   10    1     1    6     141.0   0.0002
 8865   28   10    1     2    6     141.0   0.0003
 8866   28   10    1     1    7    1031.1   0.0039
 8867   28   10    1     2    7    1042.1   0.0045
 8868   28   10    1     1    8    1034.0   0.0079
 8869   28   10    1     2    8    1042.1   0.0089
 8870   28   10    1     0    9     857.4   0.0003
 8871   28   10    1     1    9     868.2   0.0004
 8872   28   10    1     2    9     877.4   0.0004
 8873   28   10    1     0   10     971.0   0.0018
 8874   28   10    1     1   10    1006.9   0.0026
 8875   28   10    1     2   10    1045.9   0.0031
 8876   28   10    1     0   12     840.0   0.0006
 8877   28   10    1     1   12     850.7   0.0008
 8878   28   10    1     2   12     860.0   0.0009
 8879   28   10    1     0   13     953.5   0.0008
 8880   28   10    1     1   13     989.5   0.0011
 8881   28   10    1     2   13    1028.5   0.0013
 8882   28   10    1     0   16      39.1   0.0003
 8883   28   10    1     1   16      39.3   0.0281
 8884   28   10    1     2   16      41.0   0.0284
 8885   28   10    1     3   16      39.0   0.1138
 8886   28   10    1     0   17      42.0   0.0006
 8887   28   10    1     1   17      42.2   0.0536
 8888   28   10    1     2   17      41.0   0.0516
 8889   28   10    1     3   17      39.0   0.1901
 8890   28   10    1     0   18      74.3   0.0158
 8891   28   10    1     1   18      99.3   0.1711
 8892   28   10    1     2   18     127.4   0.0712
 8893   28   10    1     3   18     159.4   0.2201
 8894   28   10    1     0   20      71.4   0.0317
 8895   28   10    1     1   20      96.4   0.1698
 8896   28   10    1     2   20     127.4   0.0458
 8897   28   10    1     3   20     159.4   0.1167
 8898   28   10    2     0    5     124.5   0.0008
 8899   28   10    2     0    6     142.0   0.0016
 8900   28   10    2     0    7    1021.2   0.0354
 8901   28   10    2     0    8    1024.0   0.0708
 8902   28   10    2     1   16      39.3   0.3299
 8903   28   10    2     1   17      42.2   0.6361
 8904   28   10    2     0   18      74.3   0.0354
 8905   28   10    2     1   18      99.3   0.4079
 8906   28   10    2     0   20      71.4   0.0708
 8907   28   10    2     1   20      96.4   0.4006
 8908   28   10    3     0    9     857.4   0.0022
 8909   28   10    3     0   10     971.0   0.0150
 8910   28   10    3     0   16      39.1   0.0007
 8911   28   10    3     1   16      39.3   0.0525
 8912   28   10    3     0   17      42.0   0.0015
 8913   28   10    3     1   17      42.2   0.1470
 8914   28   10    3     0   18      74.3   0.0007
 8915   28   10    3     1   18      99.3   0.7348
 8916   28   10    3     0   20      71.4   0.0015
 8917   28   10    3     1   20      96.4   0.1308
 8918   28   10    4     0   12     840.0   0.0023
 8919   28   10    4     0   13     953.5   0.0031
 8920   28   10    4     0   16      39.1   0.0008
 8921   28   10    4     1   16      39.3   0.0807
 8922   28   10    4     0   17      42.0   0.0015
 8923   28   10    4     1   17      42.2   0.1303
 8924   28   10    4     0   18      74.3   0.0008
 8925   28   10    4     1   18      99.3   0.3040
 8926   28   10    4     0   20      71.4   0.0015
 8927   28   10    4     1   20      96.4   0.6022
 8928   28   10    5     0   16      39.1   0.3333
 8929   28   10    5     0   17      42.0   0.6667
 8930   28   10    5     0   18      74.3   0.3333
 8931   28   10    5     0   20      71.4   0.6667
 8932   28   10    6     0   18      74.3   1.0000
 8933   28   10    7     0   20      71.4   1.0000
 8934   28   11    1     0    1    7603.3   0.1235
 8935   28   11    1     0    2    7620.8   0.2470
 8936   28   11    1     0    3    8511.4   0.0156
 8937   28   11    1     0    4    8513.3   0.0311
 8938   28   11    1     1    5     123.5   0.0001
 8939   28   11    1     2    5     122.5   0.0001
 8940   28   11    1     1    6     141.0   0.0002
 8941   28   11    1     2    6     140.0   0.0003
 8942   28   11    1     1    7    1042.1   0.0043
 8943   28   11    1     2    7    1049.1   0.0051
 8944   28   11    1     1    8    1042.1   0.0087
 8945   28   11    1     2    8    1049.1   0.0102
 8946   28   11    1     0    9     868.2   0.0003
 8947   28   11    1     1    9     877.4   0.0004
 8948   28   11    1     2    9     887.6   0.0006
 8949   28   11    1     0   12     850.7   0.0006
 8950   28   11    1     1   12     860.0   0.0009
 8951   28   11    1     2   12     870.0   0.0011
 8952   28   11    1     0   16      39.3   0.0003
 8953   28   11    1     1   16      41.0   0.0298
 8954   28   11    1     2   16      39.0   0.0279
 8955   28   11    1     3   16      28.0   0.1090
 8956   28   11    1     0   17      42.2   0.0006
 8957   28   11    1     1   17      41.0   0.0596
 8958   28   11    1     2   17      39.0   0.0558
 8959   28   11    1     3   17      28.0   0.2183
 8960   28   11    2     0    5     123.5   0.0009
 8961   28   11    2     0    6     141.0   0.0017
 8962   28   11    2     0    7    1031.1   0.0387
 8963   28   11    2     0    8    1034.0   0.0774
 8964   28   11    2     1   16      41.0   0.3284
 8965   28   11    2     1   17      41.0   0.6567
 8966   28   11    3     0    9     868.2   0.0025
 8967   28   11    3     0   16      39.3   0.0008
 8968   28   11    3     1   16      41.0   0.0516
 8969   28   11    3     0   17      42.2   0.0017
 8970   28   11    3     1   17      41.0   0.1748
 8971   28   11    4     0   12     850.7   0.0025
 8972   28   11    4     0   16      39.3   0.0008
 8973   28   11    4     1   16      41.0   0.0882
 8974   28   11    4     0   17      42.2   0.0017
 8975   28   11    4     1   17      41.0   0.1401
 8976   28   11    5     0   16      39.3   0.3333
 8977   28   11    5     0   17      42.2   0.6667
 8978   28   12    1     0    1    7619.0   0.1266
 8979   28   12    1     0    2    7636.6   0.2533
 8980   28   12    1     0    3    8536.9   0.0160
 8981   28   12    1     0    4    8536.9   0.0239
 8982   28   12    1     1    5     122.5   0.0001
 8983   28   12    1     2    5     120.5   0.0002
 8984   28   12    1     1    6     140.0   0.0002
 8985   28   12    1     2    6     138.0   0.0004
 8986   28   12    1     1    7    1049.1   0.0054
 8987   28   12    1     2    7    1042.1   0.0063
 8988   28   12    1     1    8    1049.1   0.0081
 8989   28   12    1     2    8    1042.1   0.0093
 8990   28   12    1     0    9     877.4   0.0004
 8991   28   12    1     1    9     887.6   0.0005
 8992   28   12    1     2    9     893.5   0.0008
 8993   28   12    1     0   12     860.0   0.0010
 8994   28   12    1     1   12     870.0   0.0013
 8995   28   12    1     2   12     876.0   0.0022
 8996   28   12    1     0   16      41.0   0.0006
 8997   28   12    1     1   16      39.0   0.0451
 8998   28   12    1     2   16      28.0   0.0367
 8999   28   12    1     3   16      30.0   0.1655

 9000   28   12    1     0   17      41.0   0.0008
 9001   28   12    1     1   17      39.0   0.0644
 9002   28   12    1     2   17      28.0   0.0529
 9003   28   12    1     3   17      64.0   0.2213
 9004   28   12    2     0    5     123.5   0.0010
 9005   28   12    2     0    6     141.0   0.0021
 9006   28   12    2     0    7    1042.1   0.0455
 9007   28   12    2     0    8    1042.1   0.0682
 9008   28   12    2     1   16      39.0   0.4058
 9009   28   12    2     1   17      39.0   0.6087
 9010   28   12    3     0    9     877.4   0.0030
 9011   28   12    3     0   16      41.0   0.0012
 9012   28   12    3     1   16      39.0   0.0741
 9013   28   12    3     0   17      41.0   0.0018
 9014   28   12    3     1   17      39.0   0.1913
 9015   28   12    4     0   12     860.0   0.0040
 9016   28   12    4     0   16      41.0   0.0016
 9017   28   12    4     1   16      39.0   0.1332
 9018   28   12    4     0   17      41.0   0.0024
 9019   28   12    4     1   17      39.0   0.1468
 9020   28   12    5     0   16      41.0   0.4000
 9021   28   12    5     0   17      41.0   0.6000
 9022   28   13    1     0    1    7633.1   0.1299
 9023   28   13    1     0    2    7650.7   0.2597
 9024   28   13    1     0    3    8558.5   0.0164
 9025   28   13    1     0    4    8558.5   0.0164
 9026   28   13    1     1    5     120.5   0.0002
 9027   28   13    1     2    5     118.5   0.0002
 9028   28   13    1     1    6     138.0   0.0003
 9029   28   13    1     2    6     136.0   0.0005
 9030   28   13    1     1    7    1042.1   0.0070
 9031   28   13    1     2    7    1046.9   0.0080
 9032   28   13    1     1    8    1042.1   0.0070
 9033   28   13    1     2    8    1080.9   0.0078
 9034   28   13    1     0    9     887.6   0.0005
 9035   28   13    1     1    9     893.5   0.0007
 9036   28   13    1     2    9     898.5   0.0010
 9037   28   13    1     0   12     870.0   0.0018
 9038   28   13    1     1   12     876.0   0.0022
 9039   28   13    1     2   12     881.0   0.0070
 9040   28   13    1     0   16      39.0   0.0012
 9041   28   13    1     1   16      28.0   0.0760
 9042   28   13    1     2   16      30.0   0.0556
 9043   28   13    1     3   16      32.0   0.2972
 9044   28   13    1     0   17      39.0   0.0012
 9045   28   13    1     1   17      28.0   0.0654
 9046   28   13    1     2   17      64.0   0.0470
 9047   28   13    1     3   17     101.0   0.1968
 9048   28   13    2     0    5     122.5   0.0012
 9049   28   13    2     0    6     140.0   0.0025
 9050   28   13    2     0    7    1049.1   0.0550
 9051   28   13    2     0    8    1049.1   0.0550
 9052   28   13    2     1   16      28.0   0.5268
 9053   28   13    2     1   17      28.0   0.5267
 9054   28   13    3     0    9     887.6   0.0037
 9055   28   13    3     0   16      39.0   0.0019
 9056   28   13    3     1   16      28.0   0.1169
 9057   28   13    3     0   17      39.0   0.0019
 9058   28   13    3     1   17      28.0   0.2048
 9059   28   13    4     0   12     870.0   0.0071
 9060   28   13    4     0   16      39.0   0.0036
 9061   28   13    4     1   16      28.0   0.2241
 9062   28   13    4     0   17      39.0   0.0036
 9063   28   13    4     1   17      28.0   0.1396
 9064   28   13    5     0   16      39.0   0.5000
 9065   28   13    5     0   17      39.0   0.5000
 9066   28   14    1     0    1    7647.2   0.1332
 9067   28   14    1     0    2    7664.8   0.2665
 9068   28   14    1     0    3    8568.4   0.0168
 9069   28   14    1     0    4    8568.4   0.0084
 9070   28   14    1     1    5     118.5   0.0002
 9071   28   14    1     2    5     117.5   0.0003
 9072   28   14    1     1    6     136.0   0.0004
 9073   28   14    1     2    6     135.0   0.0007
 9074   28   14    1     1    7    1046.9   0.0096
 9075   28   14    1     2    7    1052.0   0.0109
 9076   28   14    1     1    8    1080.9   0.0048
 9077   28   14    1     2    8    1121.0   0.0052
 9078   28   14    1     0    9     893.5   0.0006
 9079   28   14    1     1    9     898.5   0.0011
 9080   28   14    1     2    9     902.4   0.0015
 9081   28   14    1     0   12     876.0   0.0044
 9082   28   14    1     1   12     881.0   0.0050
 9083   28   14    1     2   12     884.9   0.0281
 9084   28   14    1     0   16      28.0   0.0034
 9085   28   14    1     1   16      30.0   0.1536
 9086   28   14    1     2   16      32.0   0.1198
 9087   28   14    1     3   16      72.0   0.1978
 9088   28   14    1     0   17      28.0   0.0017
 9089   28   14    1     1   17      64.0   0.0483
 9090   28   14    1     2   17     101.0   0.0317
 9091   28   14    1     3   17     141.0   0.0384
 9092   28   14    2     0    5     120.5   0.0016
 9093   28   14    2     0    6     138.0   0.0031
 9094   28   14    2     0    7    1042.1   0.0692
 9095   28   14    2     0    8    1042.1   0.0346
 9096   28   14    2     0   12     876.0   0.0001
 9097   28   14    2     1   16      30.0   0.7397
 9098   28   14    2     1   17      64.0   0.3695
 9099   28   14    3     0    9     893.5   0.0049
 9100   28   14    3     0   16      28.0   0.0032
 9101   28   14    3     1   16      30.0   0.2164
 9102   28   14    3     0   17      28.0   0.0016
 9103   28   14    3     1   17      64.0   0.1939
 9104   28   14    4     0   12     876.0   0.0167
 9105   28   14    4     0   16      28.0   0.0111
 9106   28   14    4     1   16      30.0   0.4517
 9107   28   14    4     0   17      28.0   0.0056
 9108   28   14    4     1   17      64.0   0.0772
 9109   28   14    5     0   16      28.0   0.6667
 9110   28   14    5     0   17      28.0   0.3333
 9111   28   15    1     0    1    7661.3   0.1367
 9112   28   15    1     0    2    7677.1   0.2735
 9113   28   15    1     0    3    8588.2   0.0172
 9114   28   15    1     1    5     117.5   0.0003
 9115   28   15    1     2    5     116.5   0.0006
 9116   28   15    1     1    6     135.0   0.0006
 9117   28   15    1     2    6     134.0   0.0012
 9118   28   15    1     1    7    1052.0   0.0145
 9119   28   15    1     2    7    1092.9   0.0163
 9120   28   15    1     0    9     898.5   0.0009
 9121   28   15    1     1    9     902.4   0.0018
 9122   28   15    1     2    9     904.5   0.0017
 9123   28   15    1     0   12     881.0   0.0272
 9124   28   15    1     1   12     884.9   0.0231
 9125   28   15    1     2   12     887.0   0.0978
 9126   28   15    1     0   16      30.0   0.0281
 9127   28   15    1     1   16      32.0   0.4287
 9128   28   15    1     2   16      72.0   0.1511
 9129   28   15    2     0    5     118.5   0.0021
 9130   28   15    2     0    6     136.0   0.0042
 9131   28   15    2     0    7    1046.9   0.0930
 9132   28   15    2     0   12     881.0   0.0004
 9133   28   15    2     0   16      30.0   0.0004
 9134   28   15    2     1   16      32.0   1.2006
 9135   28   15    3     0    9     898.5   0.0069
 9136   28   15    3     0   16      30.0   0.0069
 9137   28   15    3     1   16      32.0   0.5706
 9138   28   15    4     0   12     881.0   0.0994
 9139   28   15    4     0   16      30.0   0.0994
 9140   28   15    4     1   16      32.0   1.2217
 9141   28   15    5     0   16      30.0   1.0000
 9142   28   16    1     0    1    7675.4   0.1403
 9143   28   16    1     0    2    7691.3   0.2807
 9144   28   16    1     0    3    8609.9   0.0088
 9145   28   16    1     1    5     116.5   0.0005
 9146   28   16    1     2    5     115.5   0.0093
 9147   28   16    1     1    6     134.0   0.0010
 9148   28   16    1     2    6     133.0   0.0186
 9149   28   16    1     1    7    1092.9   0.0122
 9150   28   16    1     2    7    1134.0   0.0161
 9151   28   16    1     0    9     902.4   0.0033
 9152   28   16    1     1    9     904.5   0.0060
 9153   28   16    1     2    9     909.5   0.0742
 9154   28   16    1     0   12     884.9   0.0393
 9155   28   16    1     1   12     887.0   0.0404
 9156   28   16    1     2   12     892.1   0.3982
 9157   28   16    1     0   16      32.0   0.0426
 9158   28   16    1     1   16      72.0   0.2087
 9159   28   16    1     2   16     109.0   0.1817
 9160   28   16    2     0    5     117.5   0.0032
 9161   28   16    2     0    6     135.0   0.0065
 9162   28   16    2     0    7    1052.0   0.0715
 9163   28   16    2     0    9     902.4   0.0001
 9164   28   16    2     0   12     884.9   0.0009
 9165   28   16    2     0   16      32.0   0.0010
 9166   28   16    2     1   16      72.0   0.4726
 9167   28   16    3     0    9     902.4   0.0236
 9168   28   16    3     0   16      32.0   0.0236
 9169   28   16    3     1   16      72.0   0.1073
 9170   28   16    4     0   12     884.9   0.1400
 9171   28   16    4     0   16      32.0   0.1400
 9172   28   16    4     1   16      72.0   0.6369
 9173   28   16    5     0   16      32.0   1.0000
 9174   28   17    1     0    1    7687.8   0.1441
 9175   28   17    1     0    2    7705.5   0.2883
 9176   28   17    1     1    5     115.5   0.0046
 9177   28   17    1     2    5     130.5   0.0135
 9178   28   17    1     1    6     133.0   0.0092
 9179   28   17    1     2    6     148.0   0.0269
 9180   28   17    1     0    9     904.5   0.0260
 9181   28   17    1     1    9     909.5   0.0560
 9182   28   17    1     0   12     887.0   0.0519
 9183   28   17    1     1   12     892.1   0.1121
 9184   28   17    2     0    5     116.5   0.0068
 9185   28   17    2     0    6     134.0   0.0135
 9186   28   17    2     0    9     904.5   0.0012
 9187   28   17    2     0   12     887.0   0.0024
 9188   28   17    3     0    9     904.5   0.1802
 9189   28   17    4     0   12     887.0   0.1802
 9190   28   18    1     0    1    7700.2   0.1461
 9191   28   18    1     0    2    7716.1   0.2921
 9192   28   18    1     1    5     130.5   0.0658
 9193   28   18    1     1    6     148.0   0.1317
 9194   28   18    1     0    9     909.5   0.1461
 9195   28   18    1     1    9     955.4   0.1830
 9196   28   18    1     0   12     892.1   0.2921
 9197   28   18    1     1   12     938.0   0.3661
 9198   28   18    2     0    5     115.5   0.3333
 9199   28   18    2     0    6     133.0   0.6667

 9200   28   18    2     0    9     909.5   0.3333
 9201   28   18    2     0   12     892.1   0.6667
