 ======================================================================================
      i NZ NE iSLP iLV iCONF                 E(RYD)      TE(RYD)   gi     EQN    RL(NS)
 ======================================================================================
    123  2  2  111   3 1s 4p           -6.21098E-02  1.72467E+00  3.0  4.0125  4.00E+00
    124  2  2  111   4 1s 5p           -3.97964E-02  1.74698E+00  3.0  5.0128  7.71E+00
    125  2  2  111   5 1s 6p           -2.76588E-02  1.75912E+00  3.0  6.0129  1.32E+01
    126  2  2  111   6 1s 7p           -2.03328E-02  1.76645E+00  3.0  7.0130  2.08E+01
    127  2  2  111   7 1s 8p           -1.55743E-02  1.77121E+00  3.0  8.0130  3.10E+01
    128  2  2  111   8 1s 9p           -1.23100E-02  1.77447E+00  3.0  9.0130  4.40E+01
    129  2  2  111   9 1s10p           -9.97393E-03  1.77681E+00  3.0 10.0131  6.03E+01
    130  2  2  120   1 1s 3d           -1.11240E-01  1.67554E+00  5.0  2.9983  1.57E+01
    131  2  2  120   2 1s 4d           -6.25585E-02  1.72422E+00  5.0  3.9981  3.71E+01
    132  2  2  120   3 1s 5d           -4.00308E-02  1.74675E+00  5.0  4.9981  7.21E+01
    133  2  2  120   4 1s 6d           -2.77960E-02  1.75898E+00  5.0  5.9980  1.24E+02
    134  2  2  120   5 1s 7d           -2.04198E-02  1.76636E+00  5.0  6.9980  1.97E+02
    135  2  2  120   6 1s 8d           -1.56328E-02  1.77115E+00  5.0  7.9980  2.94E+02
    136  2  2  120   7 1s 9d           -1.23512E-02  1.77443E+00  5.0  8.9980  4.17E+02
    137  2  2  120   8 1s10d           -1.00041E-02  1.77678E+00  5.0  9.9980  5.71E+02
    138  2  2  300   1 1s 2s           -3.50319E-01  1.43646E+00  3.0  1.6895  1.00E+30
    139  2  2  300   2 1s 3s           -1.37361E-01  1.64942E+00  3.0  2.6982  3.59E+01
    140  2  2  300   3 1s 4s           -7.30168E-02  1.71376E+00  3.0  3.7007  6.24E+01
    141  2  2  300   4 1s 5s           -4.52344E-02  1.74155E+00  3.0  4.7018  1.09E+02
    142  2  2  300   5 1s 6s           -3.07531E-02  1.75603E+00  3.0  5.7024  1.78E+02
    143  2  2  300   6 1s 7s           -2.22588E-02  1.76452E+00  3.0  6.7027  2.74E+02
    144  2  2  300   7 1s 8s           -1.68535E-02  1.76993E+00  3.0  7.7029  4.02E+02
    145  2  2  300   8 1s 9s           -1.32025E-02  1.77358E+00  3.0  8.7031  5.66E+02
    146  2  2  300   9 1s10s           -1.06212E-02  1.77616E+00  3.0  9.7032  7.70E+02
    147  2  2  311   1 1s 2p           -2.66159E-01  1.52062E+00  9.0  1.9383  9.77E+01
    148  2  2  311   2 1s 3p           -1.16111E-01  1.67067E+00  9.0  2.9347  9.55E+01
    149  2  2  311   3 1s 4p           -6.46272E-02  1.72215E+00  9.0  3.9336  1.39E+02
    150  2  2  311   4 1s 5p           -4.10912E-02  1.74569E+00  9.0  4.9332  2.20E+02
    151  2  2  311   5 1s 6p           -2.84094E-02  1.75837E+00  9.0  5.9329  3.40E+02
    152  2  2  311   6 1s 7p           -2.08058E-02  1.76597E+00  9.0  6.9328  5.03E+02
    153  2  2  311   7 1s 8p           -1.58913E-02  1.77089E+00  9.0  7.9327  7.18E+02
    154  2  2  311   8 1s 9p           -1.25326E-02  1.77425E+00  9.0  8.9326  9.90E+02
    155  2  2  311   9 1s10p           -1.01362E-02  1.77664E+00  9.0  9.9326  1.33E+03
    156  2  2  320   1 1s 3d           -1.11272E-01  1.67551E+00 15.0  2.9978  1.42E+01
    157  2  2  320   2 1s 4d           -6.25767E-02  1.72420E+00 15.0  3.9975  3.20E+01
    158  2  2  320   3 1s 5d           -4.00413E-02  1.74674E+00 15.0  4.9974  6.12E+01
    159  2  2  320   4 1s 6d           -2.78024E-02  1.75898E+00 15.0  5.9973  1.04E+02
    160  2  2  320   5 1s 7d           -2.04240E-02  1.76636E+00 15.0  6.9973  1.64E+02
    161  2  2  320   6 1s 8d           -1.56357E-02  1.77114E+00 15.0  7.9973  2.43E+02
    162  2  2  320   7 1s 9d           -1.23533E-02  1.77443E+00 15.0  8.9972  3.44E+02
    163  2  2  320   8 1s10d           -1.00056E-02  1.77677E+00 15.0  9.9972  4.70E+02
 ======================================================================================
