 ============================================================
      i NZ NE iSLP jSLP iLV jLV        gF     WL(A)   gi   gj
   1112  2  1  240  231   3   2  3.20E+00 1.163E+04 18.0 14.0
   1113  2  1  240  231   3   3  1.55E+01 3.092E+04 18.0 14.0
   1114  2  1  240  231   3   4  0.00E+00 1.000E+30 18.0 14.0
   1115  2  1  240  231   3   5 -6.46E-01 4.764E+04 18.0 14.0
   1116  2  1  240  231   3   6 -1.18E-01 2.826E+04 18.0 14.0
   1117  2  1  240  231   3   7 -4.22E-02 2.189E+04 18.0 14.0
   1118  2  1  240  231   4   1  3.72E-01 4.861E+03 18.0 14.0
   1119  2  1  240  231   4   2  1.18E+00 9.348E+03 18.0 14.0
   1120  2  1  240  231   4   3  3.43E+00 1.875E+04 18.0 14.0
   1121  2  1  240  231   4   4  1.51E+01 4.764E+04 18.0 14.0
   1122  2  1  240  231   4   5  0.00E+00 1.000E+30 18.0 14.0
   1123  2  1  240  231   4   6 -9.83E-01 6.948E+04 18.0 14.0
   1124  2  1  240  231   4   7 -1.88E-01 4.051E+04 18.0 14.0
   1125  2  1  240  231   5   1  2.04E-01 4.543E+03 18.0 14.0
   1126  2  1  240  231   5   2  5.81E-01 8.239E+03 18.0 14.0
   1127  2  1  240  231   5   3  1.36E+00 1.476E+04 18.0 14.0
   1128  2  1  240  231   5   4  3.55E+00 2.826E+04 18.0 14.0
   1129  2  1  240  231   5   5  1.49E+01 6.948E+04 18.0 14.0
   1130  2  1  240  231   5   6  0.00E+00 1.000E+30 18.0 14.0
   1131  2  1  240  231   5   7 -1.36E+00 9.714E+04 18.0 14.0
   1132  2  1  240  231   6   1  1.26E-01 4.340E+03 18.0 14.0
   1133  2  1  240  231   6   2  3.34E-01 7.595E+03 18.0 14.0
   1134  2  1  240  231   6   3  6.99E-01 1.282E+04 18.0 14.0
   1135  2  1  240  231   6   4  1.47E+00 2.189E+04 18.0 14.0
   1136  2  1  240  231   6   5  3.64E+00 4.051E+04 18.0 14.0
   1137  2  1  240  231   6   6  1.49E+01 9.714E+04 18.0 14.0
   1138  2  1  240  231   6   7  0.00E+00 1.000E+30 18.0 14.0
   1139  2  1  240  231   1   1  1.88E+01 1.013E+04 18.0 14.0
   1140  2  1  240  231   1   2  0.00E+00 1.000E+30 18.0 14.0
   1141  2  1  240  231   1   3 -1.33E-01 1.864E+04 18.0 14.0
   1142  2  1  240  231   1   4 -2.11E-02 1.163E+04 18.0 14.0
   1143  2  1  240  231   1   5 -7.01E-03 9.348E+03 18.0 14.0
   1144  2  1  240  231   1   6 -3.22E-03 8.239E+03 18.0 14.0
   1145  2  1  240  231   1   7 -1.77E-03 7.595E+03 18.0 14.0
   1146  2  1  240  231   2   1  2.55E+00 6.562E+03 18.0 14.0
   1147  2  1  240  231   2   2  1.66E+01 1.864E+04 18.0 14.0
   1148  2  1  240  231   2   3  0.00E+00 1.000E+30 18.0 14.0
   1149  2  1  240  231   2   4 -3.56E-01 3.092E+04 18.0 14.0
   1150  2  1  240  231   2   5 -6.18E-02 1.875E+04 18.0 14.0
   1151  2  1  240  231   2   6 -2.14E-02 1.476E+04 18.0 14.0
   1152  2  1  240  231   2   7 -1.01E-02 1.282E+04 18.0 14.0
   1153  2  1  240  231   3   1  8.17E-01 5.413E+03 18.0 14.0
   1154  2  1  240  231   3   2  3.20E+00 1.163E+04 18.0 14.0
   1155  2  1  240  231   3   3  1.55E+01 3.092E+04 18.0 14.0
   1156  2  1  240  231   3   4  0.00E+00 1.000E+30 18.0 14.0
   1157  2  1  240  231   3   5 -6.46E-01 4.764E+04 18.0 14.0
   1158  2  1  240  231   3   6 -1.18E-01 2.826E+04 18.0 14.0
   1159  2  1  240  231   3   7 -4.22E-02 2.189E+04 18.0 14.0
   1160  2  1  240  231   4   1  3.72E-01 4.861E+03 18.0 14.0
   1161  2  1  240  231   4   2  1.18E+00 9.348E+03 18.0 14.0
   1162  2  1  240  231   4   3  3.43E+00 1.875E+04 18.0 14.0
   1163  2  1  240  231   4   4  1.51E+01 4.764E+04 18.0 14.0
   1164  2  1  240  231   4   5  0.00E+00 1.000E+30 18.0 14.0
   1165  2  1  240  231   4   6 -9.83E-01 6.948E+04 18.0 14.0
   1166  2  1  240  231   4   7 -1.88E-01 4.051E+04 18.0 14.0
   1167  2  1  240  231   5   1  2.04E-01 4.543E+03 18.0 14.0
   1168  2  1  240  231   5   2  5.81E-01 8.239E+03 18.0 14.0
   1169  2  1  240  231   5   3  1.36E+00 1.476E+04 18.0 14.0
   1170  2  1  240  231   5   4  3.55E+00 2.826E+04 18.0 14.0
   1171  2  1  240  231   5   5  1.49E+01 6.948E+04 18.0 14.0
   1172  2  1  240  231   5   6  0.00E+00 1.000E+30 18.0 14.0
   1173  2  1  240  231   5   7 -1.36E+00 9.714E+04 18.0 14.0
   1174  2  1  240  231   6   1  1.26E-01 4.340E+03 18.0 14.0
   1175  2  1  240  231   6   2  3.34E-01 7.595E+03 18.0 14.0
   1176  2  1  240  231   6   3  6.99E-01 1.282E+04 18.0 14.0
   1177  2  1  240  231   6   4  1.47E+00 2.189E+04 18.0 14.0
   1178  2  1  240  231   6   5  3.64E+00 4.051E+04 18.0 14.0
   1179  2  1  240  231   6   6  1.49E+01 9.714E+04 18.0 14.0
   1180  2  1  240  231   6   7  0.00E+00 1.000E+30 18.0 14.0
   1181  2  1  251  240   1   1  3.02E+01 1.864E+04 22.0 18.0
   1182  2  1  251  240   1   2  0.00E+00 1.000E+30 22.0 18.0
   1183  2  1  251  240   1   3 -1.39E-01 3.092E+04 22.0 18.0
   1184  2  1  251  240   1   4 -1.98E-02 1.875E+04 22.0 18.0
   1185  2  1  251  240   1   5 -6.12E-03 1.476E+04 22.0 18.0
   1186  2  1  251  240   1   6 -2.67E-03 1.282E+04 22.0 18.0
   1187  2  1  251  240   2   1  3.63E+00 1.163E+04 22.0 18.0
   1188  2  1  251  240   2   2  2.69E+01 3.092E+04 22.0 18.0
   1189  2  1  251  240   2   3  0.00E+00 1.000E+30 22.0 18.0
   1190  2  1  251  240   2   4 -3.78E-01 4.764E+04 22.0 18.0
   1191  2  1  251  240   2   5 -6.00E-02 2.826E+04 22.0 18.0
   1192  2  1  251  240   2   6 -1.96E-02 2.189E+04 22.0 18.0
   1193  2  1  251  240   3   1  1.08E+00 9.348E+03 22.0 18.0
   1194  2  1  251  240   3   2  4.78E+00 1.875E+04 22.0 18.0
   1195  2  1  251  240   3   3  2.51E+01 4.764E+04 22.0 18.0
   1196  2  1  251  240   3   4  0.00E+00 1.000E+30 22.0 18.0
   1197  2  1  251  240   3   5 -6.94E-01 6.948E+04 22.0 18.0
   1198  2  1  251  240   3   6 -1.18E-01 4.051E+04 22.0 18.0
   1199  2  1  251  240   4   1  4.67E-01 8.239E+03 22.0 18.0
   1200  2  1  251  240   4   2  1.67E+00 1.476E+04 22.0 18.0
   1201  2  1  251  240   4   3  5.24E+00 2.826E+04 22.0 18.0
   1202  2  1  251  240   4   4  2.41E+01 6.948E+04 22.0 18.0
   1203  2  1  251  240   4   5  0.00E+00 1.000E+30 22.0 18.0
   1204  2  1  251  240   4   6 -1.07E+00 9.714E+04 22.0 18.0
   1205  2  1  251  240   5   1  2.48E-01 7.595E+03 22.0 18.0
   1206  2  1  251  240   5   2  7.92E-01 1.282E+04 22.0 18.0
   1207  2  1  251  240   5   3  2.00E+00 2.189E+04 22.0 18.0
   1208  2  1  251  240   5   4  5.46E+00 4.051E+04 22.0 18.0
   1209  2  1  251  240   5   5  2.35E+01 9.714E+04 22.0 18.0
   1210  2  1  251  240   5   6  0.00E+00 1.000E+30 22.0 18.0
   1211  2  1  251  240   1   1  3.02E+01 1.864E+04 22.0 18.0
   1212  2  1  251  240   1   2  0.00E+00 1.000E+30 22.0 18.0
   1213  2  1  251  240   1   3 -1.39E-01 3.092E+04 22.0 18.0
   1214  2  1  251  240   1   4 -1.98E-02 1.875E+04 22.0 18.0
   1215  2  1  251  240   1   5 -6.12E-03 1.476E+04 22.0 18.0
   1216  2  1  251  240   1   6 -2.67E-03 1.282E+04 22.0 18.0
   1217  2  1  251  240   2   1  3.63E+00 1.163E+04 22.0 18.0
   1218  2  1  251  240   2   2  2.69E+01 3.092E+04 22.0 18.0
   1219  2  1  251  240   2   3  0.00E+00 1.000E+30 22.0 18.0
   1220  2  1  251  240   2   4 -3.78E-01 4.764E+04 22.0 18.0
   1221  2  1  251  240   2   5 -6.00E-02 2.826E+04 22.0 18.0
   1222  2  1  251  240   2   6 -1.96E-02 2.189E+04 22.0 18.0
   1223  2  1  251  240   3   1  1.08E+00 9.348E+03 22.0 18.0
   1224  2  1  251  240   3   2  4.78E+00 1.875E+04 22.0 18.0
   1225  2  1  251  240   3   3  2.51E+01 4.764E+04 22.0 18.0
   1226  2  1  251  240   3   4  0.00E+00 1.000E+30 22.0 18.0
   1227  2  1  251  240   3   5 -6.94E-01 6.948E+04 22.0 18.0
   1228  2  1  251  240   3   6 -1.18E-01 4.051E+04 22.0 18.0
   1229  2  1  251  240   4   1  4.67E-01 8.239E+03 22.0 18.0
   1230  2  1  251  240   4   2  1.67E+00 1.476E+04 22.0 18.0
   1231  2  1  251  240   4   3  5.24E+00 2.826E+04 22.0 18.0
   1232  2  1  251  240   4   4  2.41E+01 6.948E+04 22.0 18.0
   1233  2  1  251  240   4   5  0.00E+00 1.000E+30 22.0 18.0
   1234  2  1  251  240   4   6 -1.07E+00 9.714E+04 22.0 18.0
   1235  2  1  251  240   5   1  2.48E-01 7.595E+03 22.0 18.0
   1236  2  1  251  240   5   2  7.92E-01 1.282E+04 22.0 18.0
   1237  2  1  251  240   5   3  2.00E+00 2.189E+04 22.0 18.0
   1238  2  1  251  240   5   4  5.46E+00 4.051E+04 22.0 18.0
   1239  2  1  251  240   5   5  2.35E+01 9.714E+04 22.0 18.0
   1240  2  1  251  240   5   6  0.00E+00 1.000E+30 22.0 18.0
   1241  2  1  260  251   1   1  4.42E+01 3.092E+04 26.0 22.0
   1242  2  1  260  251   1   2  0.00E+00 1.000E+30 26.0 22.0
   1243  2  1  260  251   1   3 -1.42E-01 4.764E+04 26.0 22.0
   1244  2  1  260  251   1   4 -1.85E-02 2.826E+04 26.0 22.0
   1245  2  1  260  251   1   5 -5.32E-03 2.189E+04 26.0 22.0
   1246  2  1  260  251   2   1  4.77E+00 1.875E+04 26.0 22.0
   1247  2  1  260  251   2   2  3.97E+01 4.764E+04 26.0 22.0
   1248  2  1  260  251   2   3  0.00E+00 1.000E+30 26.0 22.0
   1249  2  1  260  251   2   4 -3.94E-01 6.948E+04 26.0 22.0
   1250  2  1  260  251   2   5 -5.76E-02 4.051E+04 26.0 22.0
   1251  2  1  260  251   3   1  1.32E+00 1.476E+04 26.0 22.0
   1252  2  1  260  251   3   2  6.55E+00 2.826E+04 26.0 22.0
   1253  2  1  260  251   3   3  3.71E+01 6.948E+04 26.0 22.0
   1254  2  1  260  251   3   4  0.00E+00 1.000E+30 26.0 22.0
   1255  2  1  260  251   3   5 -7.30E-01 9.714E+04 26.0 22.0
   1256  2  1  260  251   4   1  5.40E-01 1.282E+04 26.0 22.0
   1257  2  1  260  251   4   2  2.17E+00 2.189E+04 26.0 22.0
   1258  2  1  260  251   4   3  7.32E+00 4.051E+04 26.0 22.0
   1259  2  1  260  251   4   4  3.55E+01 9.714E+04 26.0 22.0
   1260  2  1  260  251   4   5  0.00E+00 1.000E+30 26.0 22.0
   1261  2  1  260  251   1   1  4.42E+01 3.092E+04 26.0 22.0
   1262  2  1  260  251   1   2  0.00E+00 1.000E+30 26.0 22.0
   1263  2  1  260  251   1   3 -1.42E-01 4.764E+04 26.0 22.0
   1264  2  1  260  251   1   4 -1.85E-02 2.826E+04 26.0 22.0
   1265  2  1  260  251   1   5 -5.32E-03 2.189E+04 26.0 22.0
   1266  2  1  260  251   2   1  4.77E+00 1.875E+04 26.0 22.0
   1267  2  1  260  251   2   2  3.97E+01 4.764E+04 26.0 22.0
   1268  2  1  260  251   2   3  0.00E+00 1.000E+30 26.0 22.0
   1269  2  1  260  251   2   4 -3.94E-01 6.948E+04 26.0 22.0
   1270  2  1  260  251   2   5 -5.76E-02 4.051E+04 26.0 22.0
   1271  2  1  260  251   3   1  1.32E+00 1.476E+04 26.0 22.0
   1272  2  1  260  251   3   2  6.55E+00 2.826E+04 26.0 22.0
   1273  2  1  260  251   3   3  3.71E+01 6.948E+04 26.0 22.0
   1274  2  1  260  251   3   4  0.00E+00 1.000E+30 26.0 22.0
   1275  2  1  260  251   3   5 -7.30E-01 9.714E+04 26.0 22.0
   1276  2  1  260  251   4   1  5.40E-01 1.282E+04 26.0 22.0
   1277  2  1  260  251   4   2  2.17E+00 2.189E+04 26.0 22.0
   1278  2  1  260  251   4   3  7.32E+00 4.051E+04 26.0 22.0
   1279  2  1  260  251   4   4  3.55E+01 9.714E+04 26.0 22.0
   1280  2  1  260  251   4   5  0.00E+00 1.000E+30 26.0 22.0
   1281  2  1  271  260   1   1  6.08E+01 4.764E+04 30.0 26.0
   1282  2  1  271  260   1   2  0.00E+00 1.000E+30 30.0 26.0
   1283  2  1  271  260   1   3 -1.46E-01 6.948E+04 30.0 26.0
   1284  2  1  271  260   1   4 -1.73E-02 4.051E+04 30.0 26.0
   1285  2  1  271  260   2   1  5.95E+00 2.826E+04 30.0 26.0
   1286  2  1  271  260   2   2  5.52E+01 6.948E+04 30.0 26.0
   1287  2  1  271  260   2   3  0.00E+00 1.000E+30 30.0 26.0
   1288  2  1  271  260   2   4 -4.06E-01 9.714E+04 30.0 26.0
   1289  2  1  271  260   3   1  1.53E+00 2.189E+04 30.0 26.0
   1290  2  1  271  260   3   2  8.46E+00 4.051E+04 30.0 26.0
   1291  2  1  271  260   3   3  5.16E+01 9.714E+04 30.0 26.0
   1292  2  1  271  260   3   4  0.00E+00 1.000E+30 30.0 26.0
   1293  2  1  271  260   1   1  6.08E+01 4.764E+04 30.0 26.0
   1294  2  1  271  260   1   2  0.00E+00 1.000E+30 30.0 26.0
   1295  2  1  271  260   1   3 -1.46E-01 6.948E+04 30.0 26.0
   1296  2  1  271  260   1   4 -1.73E-02 4.051E+04 30.0 26.0
   1297  2  1  271  260   2   1  5.95E+00 2.826E+04 30.0 26.0
   1298  2  1  271  260   2   2  5.52E+01 6.948E+04 30.0 26.0
   1299  2  1  271  260   2   3  0.00E+00 1.000E+30 30.0 26.0
   1300  2  1  271  260   2   4 -4.06E-01 9.714E+04 30.0 26.0
   1301  2  1  271  260   3   1  1.53E+00 2.189E+04 30.0 26.0
   1302  2  1  271  260   3   2  8.46E+00 4.051E+04 30.0 26.0
   1303  2  1  271  260   3   3  5.16E+01 9.714E+04 30.0 26.0
   1304  2  1  271  260   3   4  0.00E+00 1.000E+30 30.0 26.0
   1305  2  1  280  271   1   1  8.02E+01 6.948E+04 34.0 30.0
   1306  2  1  280  271   1   2  0.00E+00 1.000E+30 34.0 30.0
   1307  2  1  280  271   1   3 -1.48E-01 9.714E+04 34.0 30.0
   1308  2  1  280  271   2   1  7.16E+00 4.051E+04 34.0 30.0
   1309  2  1  280  271   2   2  7.33E+01 9.714E+04 34.0 30.0
   1310  2  1  280  271   2   3  0.00E+00 1.000E+30 34.0 30.0
   1311  2  1  280  271   1   1  8.02E+01 6.948E+04 34.0 30.0
   1312  2  1  280  271   1   2  0.00E+00 1.000E+30 34.0 30.0
   1313  2  1  280  271   1   3 -1.48E-01 9.714E+04 34.0 30.0
   1314  2  1  280  271   2   1  7.16E+00 4.051E+04 34.0 30.0
   1315  2  1  280  271   2   2  7.33E+01 9.714E+04 34.0 30.0
   1316  2  1  280  271   2   3  0.00E+00 1.000E+30 34.0 30.0
   1317  2  1  291  280   1   1  1.02E+02 9.714E+04 38.0 34.0
   1318  2  1  291  280   1   2  0.00E+00 1.000E+30 38.0 34.0
   1319  2  1  291  280   1   1  1.02E+02 9.714E+04 38.0 34.0
   1320  2  1  291  280   1   2  0.00E+00 1.000E+30 38.0 34.0
   1321  2  2  111  100   1   1  2.81E-01 5.921E+02  3.0  1.0
   1322  2  2  111  100   1   2  3.62E-01 2.159E+04  3.0  1.0
   1323  2  2  111  100   1   3 -1.40E-01 7.260E+03  3.0  1.0
   1324  2  2  111  100   1   4 -2.51E-02 5.048E+03  3.0  1.0
   1325  2  2  111  100   1   5 -9.41E-03 4.440E+03  3.0  1.0
   1326  2  2  111  100   1   6 -4.66E-03 4.173E+03  3.0  1.0
   1327  2  2  111  100   1   7 -2.68E-03 4.028E+03  3.0  1.0
   1328  2  2  111  100   1   8 -1.69E-03 3.940E+03  3.0  1.0
   1329  2  2  111  100   1   9 -1.14E-03 3.882E+03  3.0  1.0
   1330  2  2  111  100   1  10 -8.09E-04 3.842E+03  3.0  1.0
   1331  2  2  111  100   2   1  7.43E-02 5.436E+02  3.0  1.0
   1332  2  2  111  100   2   2  1.60E-01 5.078E+03  3.0  1.0
   1333  2  2  111  100   2   3  6.03E-01 7.781E+04  3.0  1.0
   1334  2  2  111  100   2   4 -2.97E-01 2.105E+04  3.0  1.0
   1335  2  2  111  100   2   5 -5.42E-02 1.340E+04  3.0  1.0
   1336  2  2  111  100   2   6 -2.07E-02 1.123E+04  3.0  1.0
   1337  2  2  111  100   2   7 -1.04E-02 1.024E+04  3.0  1.0
   1338  2  2  111  100   2   8 -6.12E-03 9.689E+03  3.0  1.0
   1339  2  2  111  100   2   9 -3.93E-03 9.347E+03  3.0  1.0
   1340  2  2  111  100   2  10 -2.69E-03 9.118E+03  3.0  1.0
   1341  2  2  111  100   3   1  3.03E-02 5.284E+02  3.0  1.0
   1342  2  2  111  100   3   2  5.13E-02 4.005E+03  3.0  1.0
   1343  2  2  111  100   3   3  1.54E-01 1.523E+04  3.0  1.0
   1344  2  2  111  100   3   4  8.25E-01 1.895E+05  3.0  1.0
   1345  2  2  111  100   3   5 -4.60E-01 4.584E+04  3.0  1.0
   1346  2  2  111  100   3   6 -8.43E-02 2.757E+04  3.0  1.0
   1347  2  2  111  100   3   7 -3.24E-02 2.228E+04  3.0  1.0
   1348  2  2  111  100   3   8 -1.65E-02 1.983E+04  3.0  1.0
   1349  2  2  111  100   3   9 -9.77E-03 1.845E+04  3.0  1.0
   1350  2  2  111  100   3  10 -6.34E-03 1.758E+04  3.0  1.0
   1351  2  2  111  100   4   1  1.52E-02 5.217E+02  3.0  1.0
   1352  2  2  111  100   4   2  2.32E-02 3.647E+03  3.0  1.0
   1353  2  2  111  100   4   3  5.31E-02 1.110E+04  3.0  1.0
   1354  2  2  111  100   4   4  1.58E-01 3.360E+04  3.0  1.0
   1355  2  2  111  100   4   5  1.04E+00 3.748E+05  3.0  1.0
   1356  2  2  111  100   4   6 -6.26E-01 8.485E+04  3.0  1.0
   1357  2  2  111  100   4   7 -1.15E-01 4.903E+04  3.0  1.0
   1358  2  2  111  100   4   8 -4.43E-02 3.856E+04  3.0  1.0
   1359  2  2  111  100   4   9 -2.27E-02 3.366E+04  3.0  1.0
   1360  2  2  111  100   4  10 -1.35E-02 3.087E+04  3.0  1.0
   1361  2  2  111  100   5   1  8.73E-03 5.181E+02  3.0  1.0
   1362  2  2  111  100   5   2  1.26E-02 3.478E+03  3.0  1.0
   1363  2  2  111  100   5   3  2.53E-02 9.667E+03  3.0  1.0
   1364  2  2  111  100   5   4  5.58E-02 2.321E+04  3.0  1.0
   1365  2  2  111  100   5   5  1.65E-01 6.256E+04  3.0  1.0
   1366  2  2  111  100   5   6  1.26E+00 6.527E+05  3.0  1.0
   1367  2  2  111  100   5   7 -7.94E-01 1.413E+05  3.0  1.0
   1368  2  2  111  100   5   8 -1.45E-01 7.925E+04  3.0  1.0
   1369  2  2  111  100   5   9 -5.61E-02 6.100E+04  3.0  1.0
   1370  2  2  111  100   5  10 -2.88E-02 5.242E+04  3.0  1.0
   1371  2  2  111  100   6   1  5.47E-03 5.159E+02  3.0  1.0
   1372  2  2  111  100   6   2  7.61E-03 3.384E+03  3.0  1.0
   1373  2  2  111  100   6   3  1.42E-02 8.970E+03  3.0  1.0
   1374  2  2  111  100   6   4  2.72E-02 1.956E+04  3.0  1.0
   1375  2  2  111  100   6   5  5.90E-02 4.163E+04  3.0  1.0
   1376  2  2  111  100   6   6  1.74E-01 1.045E+05  3.0  1.0
   1377  2  2  111  100   6   7  1.47E+00 1.042E+06  3.0  1.0
   1378  2  2  111  100   6   8 -9.62E-01 2.183E+05  3.0  1.0
   1379  2  2  111  100   6   9 -1.76E-01 1.197E+05  3.0  1.0
   1380  2  2  111  100   6  10 -6.80E-02 9.058E+04  3.0  1.0
   1381  2  2  111  100   7   1  3.65E-03 5.146E+02  3.0  1.0
   1382  2  2  111  100   7   2  4.97E-03 3.325E+03  3.0  1.0
   1383  2  2  111  100   7   3  8.91E-03 8.569E+03  3.0  1.0
   1384  2  2  111  100   7   4  1.57E-02 1.775E+04  3.0  1.0
   1385  2  2  111  100   7   5  2.91E-02 3.419E+04  3.0  1.0
   1386  2  2  111  100   7   6  6.25E-02 6.761E+04  3.0  1.0
   1387  2  2  111  100   7   7  1.85E-01 1.618E+05  3.0  1.0
   1388  2  2  111  100   7   8  1.68E+00 1.561E+06  3.0  1.0
   1389  2  2  111  100   7   9 -1.13E+00 3.192E+05  3.0  1.0
   1390  2  2  111  100   7  10 -2.06E-01 1.719E+05  3.0  1.0
   1391  2  2  111  100   8   1  2.56E-03 5.136E+02  3.0  1.0
   1392  2  2  111  100   8   2  3.43E-03 3.286E+03  3.0  1.0
   1393  2  2  111  100   8   3  5.98E-03 8.313E+03  3.0  1.0
   1394  2  2  111  100   8   4  9.97E-03 1.669E+04  3.0  1.0
   1395  2  2  111  100   8   5  1.69E-02 3.046E+04  3.0  1.0
   1396  2  2  111  100   8   6  3.10E-02 5.443E+04  3.0  1.0
   1397  2  2  111  100   8   7  6.63E-02 1.024E+05  3.0  1.0
   1398  2  2  111  100   8   8  1.97E-01 2.368E+05  3.0  1.0
   1399  2  2  111  100   8   9  1.89E+00 2.229E+06  3.0  1.0
   1400  2  2  111  100   8  10 -1.30E+00 4.470E+05  3.0  1.0
   1401  2  2  111  100   9   1  1.86E-03 5.129E+02  3.0  1.0
   1402  2  2  111  100   9   2  2.47E-03 3.258E+03  3.0  1.0
   1403  2  2  111  100   9   3  4.22E-03 8.140E+03  3.0  1.0
   1404  2  2  111  100   9   4  6.79E-03 1.600E+04  3.0  1.0
   1405  2  2  111  100   9   5  1.09E-02 2.826E+04  3.0  1.0
   1406  2  2  111  100   9   6  1.82E-02 4.776E+04  3.0  1.0
   1407  2  2  111  100   9   7  3.29E-02 8.113E+04  3.0  1.0
   1408  2  2  111  100   9   8  7.02E-02 1.474E+05  3.0  1.0
   1409  2  2  111  100   9   9  2.08E-01 3.320E+05  3.0  1.0
   1410  2  2  111  100   9  10  2.10E+00 3.065E+06  3.0  1.0
   1411  2  2  111  100   1   1  2.81E-01 5.921E+02  3.0  1.0
   1412  2  2  111  100   1   2  3.62E-01 2.159E+04  3.0  1.0
   1413  2  2  111  100   1   3 -1.40E-01 7.260E+03  3.0  1.0
   1414  2  2  111  100   1   4 -2.51E-02 5.048E+03  3.0  1.0
   1415  2  2  111  100   1   5 -9.41E-03 4.440E+03  3.0  1.0
   1416  2  2  111  100   1   6 -4.66E-03 4.173E+03  3.0  1.0
   1417  2  2  111  100   1   7 -2.68E-03 4.028E+03  3.0  1.0
   1418  2  2  111  100   1   8 -1.69E-03 3.940E+03  3.0  1.0
   1419  2  2  111  100   1   9 -1.14E-03 3.882E+03  3.0  1.0
   1420  2  2  111  100   1  10 -8.09E-04 3.842E+03  3.0  1.0
   1421  2  2  111  100   2   1  7.43E-02 5.436E+02  3.0  1.0
   1422  2  2  111  100   2   2  1.60E-01 5.078E+03  3.0  1.0
   1423  2  2  111  100   2   3  6.03E-01 7.781E+04  3.0  1.0
   1424  2  2  111  100   2   4 -2.97E-01 2.105E+04  3.0  1.0
   1425  2  2  111  100   2   5 -5.42E-02 1.340E+04  3.0  1.0
   1426  2  2  111  100   2   6 -2.07E-02 1.123E+04  3.0  1.0
   1427  2  2  111  100   2   7 -1.04E-02 1.024E+04  3.0  1.0
   1428  2  2  111  100   2   8 -6.12E-03 9.689E+03  3.0  1.0
   1429  2  2  111  100   2   9 -3.93E-03 9.347E+03  3.0  1.0
   1430  2  2  111  100   2  10 -2.69E-03 9.118E+03  3.0  1.0
   1431  2  2  111  100   3   1  3.03E-02 5.284E+02  3.0  1.0
   1432  2  2  111  100   3   2  5.13E-02 4.005E+03  3.0  1.0
   1433  2  2  111  100   3   3  1.54E-01 1.523E+04  3.0  1.0
   1434  2  2  111  100   3   4  8.25E-01 1.895E+05  3.0  1.0
   1435  2  2  111  100   3   5 -4.60E-01 4.584E+04  3.0  1.0
   1436  2  2  111  100   3   6 -8.43E-02 2.757E+04  3.0  1.0
   1437  2  2  111  100   3   7 -3.24E-02 2.228E+04  3.0  1.0
   1438  2  2  111  100   3   8 -1.65E-02 1.983E+04  3.0  1.0
   1439  2  2  111  100   3   9 -9.77E-03 1.845E+04  3.0  1.0
   1440  2  2  111  100   3  10 -6.34E-03 1.758E+04  3.0  1.0
   1441  2  2  111  100   4   1  1.52E-02 5.217E+02  3.0  1.0
   1442  2  2  111  100   4   2  2.32E-02 3.647E+03  3.0  1.0
   1443  2  2  111  100   4   3  5.31E-02 1.110E+04  3.0  1.0
   1444  2  2  111  100   4   4  1.58E-01 3.360E+04  3.0  1.0
   1445  2  2  111  100   4   5  1.04E+00 3.748E+05  3.0  1.0
   1446  2  2  111  100   4   6 -6.26E-01 8.485E+04  3.0  1.0
   1447  2  2  111  100   4   7 -1.15E-01 4.903E+04  3.0  1.0
   1448  2  2  111  100   4   8 -4.43E-02 3.856E+04  3.0  1.0
   1449  2  2  111  100   4   9 -2.27E-02 3.366E+04  3.0  1.0
   1450  2  2  111  100   4  10 -1.35E-02 3.087E+04  3.0  1.0
   1451  2  2  111  100   5   1  8.73E-03 5.181E+02  3.0  1.0
   1452  2  2  111  100   5   2  1.26E-02 3.478E+03  3.0  1.0
   1453  2  2  111  100   5   3  2.53E-02 9.667E+03  3.0  1.0
   1454  2  2  111  100   5   4  5.58E-02 2.321E+04  3.0  1.0
   1455  2  2  111  100   5   5  1.65E-01 6.256E+04  3.0  1.0
   1456  2  2  111  100   5   6  1.26E+00 6.527E+05  3.0  1.0
   1457  2  2  111  100   5   7 -7.94E-01 1.413E+05  3.0  1.0
   1458  2  2  111  100   5   8 -1.45E-01 7.925E+04  3.0  1.0
   1459  2  2  111  100   5   9 -5.61E-02 6.100E+04  3.0  1.0
   1460  2  2  111  100   5  10 -2.88E-02 5.242E+04  3.0  1.0
   1461  2  2  111  100   6   1  5.47E-03 5.159E+02  3.0  1.0
   1462  2  2  111  100   6   2  7.61E-03 3.384E+03  3.0  1.0
   1463  2  2  111  100   6   3  1.42E-02 8.970E+03  3.0  1.0
   1464  2  2  111  100   6   4  2.72E-02 1.956E+04  3.0  1.0
   1465  2  2  111  100   6   5  5.90E-02 4.163E+04  3.0  1.0
   1466  2  2  111  100   6   6  1.74E-01 1.045E+05  3.0  1.0
   1467  2  2  111  100   6   7  1.47E+00 1.042E+06  3.0  1.0
   1468  2  2  111  100   6   8 -9.62E-01 2.183E+05  3.0  1.0
   1469  2  2  111  100   6   9 -1.76E-01 1.197E+05  3.0  1.0
   1470  2  2  111  100   6  10 -6.80E-02 9.058E+04  3.0  1.0
   1471  2  2  111  100   7   1  3.65E-03 5.146E+02  3.0  1.0
   1472  2  2  111  100   7   2  4.97E-03 3.325E+03  3.0  1.0
   1473  2  2  111  100   7   3  8.91E-03 8.569E+03  3.0  1.0
   1474  2  2  111  100   7   4  1.57E-02 1.775E+04  3.0  1.0
